Country,Location,Year,Month,Hour,Datum,Status Mission,Price_launch,Company,Model,Serie,Cargo,Price,Status Rocket,Status,Liftoff Thrust,Stages,Strap-ons,Rocket Height,Fairing Diameter,Fairing Height,Payload to LEO,Payload to GTO,Wiki
USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",1964,6,14,1964-06-30 14:04:00+00:00,Failure,,General Dynamics,Atlas-LV3C Centaur-C,Atlas,AC-3 (Test Vehicle),,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Centaur
Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,6,10,1964-06-23 10:00:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 33,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,6,11,1964-06-10 11:00:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 32,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
Russia,"Mayak-2, Kapustin Yar, Russia",1964,6,6,1964-06-06 06:00:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 31,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964,6,4,1964-06-04 04:00:00+00:00,Failure,,RVSN USSR,Molniya,Molniya,Molniya-1 n†­1,,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1964,5,17,1964-05-28 17:07:00+00:00,Success,,NASA,Saturn I,Saturn,A-101,,StatusRetired,Retired,6700,2,0,55.0,,,9.07,0.0,https://en.wikipedia.org/wiki/Saturn_I
USA,"SLC-4W, Vandenberg AFB, California, USA",1964,5,19,1964-05-19 19:21:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-D,Atlas,KH-7 Gambit 4008,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964,5,9,1964-05-18 09:42:00+00:00,Success,,RVSN USSR,Voskhod,Voskhod,Cosmos 30,,StatusRetired,Retired,,2,4,31.0,3.0,,5.9,0.0,https://en.wikipedia.org/wiki/Voskhod_(rocket)
Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,4,10,1964-04-25 10:21:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 29,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
USA,"SLC-4W, Vandenberg AFB, California, USA",1964,4,16,1964-04-23 16:19:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-D,Atlas,KH-7 Gambit 4007,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964,4,8,1964-04-20 08:08:00+00:00,Failure,,RVSN USSR,Molniya,Molniya,E-6 n†­5 (Luna 5),,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964,4,9,1964-04-12 09:31:00+00:00,Success,,RVSN USSR,Poliot,Poliot,Poliot-2,,StatusRetired,Retired,,2,4,,,,0.0,0.0,
USA,"LC-19, Cape Canaveral AFS, Florida, USA",1964,4,16,1964-04-08 16:01:00+00:00,Success,,NASA,Titan II GLV,Titan,Gemini 1,,StatusRetired,Retired,1913,2,0,33.2,,,3.58,0.0,https://en.wikipedia.org/wiki/Titan_II_GLV
Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,4,9,1964-04-04 09:45:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 28,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964,4,2,1964-04-02 02:42:00+00:00,Success,,RVSN USSR,Molniya,Molniya,Zond 1,,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964,3,3,1964-03-27 03:24:00+00:00,Partial Failure,,RVSN USSR,Molniya,Molniya,Cosmos 27,,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964,3,8,1964-03-21 08:15:00+00:00,Failure,,RVSN USSR,Molniya,Molniya,E-6 n†­6,,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
Russia,"Mayak-2, Kapustin Yar, Russia",1964,3,15,1964-03-18 15:07:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 26,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
USA,"SLC-4W, Vandenberg AFB, California, USA",1964,3,20,1964-03-11 20:14:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-D,Atlas,KH-7 Gambit 4006,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Russia,"Mayak-2, Kapustin Yar, Russia",1964,2,13,1964-02-27 13:26:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 25,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
USA,"SLC-4W, Vandenberg AFB, California, USA",1964,2,18,1964-02-25 18:59:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-D,Atlas,KH-7 Gambit 4005,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964,2,5,1964-02-19 05:47:00+00:00,Failure,,RVSN USSR,Molniya,Molniya,3MV-1 n†­2 (Zond 1),,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
USA,"LC-12, Cape Canaveral AFS, Florida, USA",1964,1,15,1964-01-30 15:49:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Ranger 6,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964,1,9,1964-01-30 09:45:00+00:00,Success,,RVSN USSR,Vostok,Vostok,Elektron 1 & 2,,StatusRetired,Retired,3894,2,4,31.0,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-K
USA,"LC-34, Cape Canaveral AFS, Florida, USA",1964,1,16,1964-01-29 16:25:00+00:00,Success,,NASA,Saturn I,Saturn,SA-5,,StatusRetired,Retired,6700,2,0,55.0,,,9.07,0.0,https://en.wikipedia.org/wiki/Saturn_I
USA,"SLC-5, Vandenberg AFB, California, USA",1963,12,18,1963-12-19 18:49:00+00:00,Success,,NASA,Scout X-4,Scout,Explorer 19 (AD-A),,StatusRetired,Retired,,4,nan,25.0,,,0.10300000000000001,0.0,
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,12,9,1963-12-19 09:28:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 24,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
USA,"SLC-4W, Vandenberg AFB, California, USA",1963,12,21,1963-12-18 21:45:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-D,Atlas,KH-7 Gambit 4004,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Russia,"Mayak-2, Kapustin Yar, Russia",1963,12,14,1963-12-13 14:15:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 23,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,11,9,1963-11-28 09:19:00+00:00,Failure,,RVSN USSR,Vostok-2,Vostok,Zenit-2 n†­14,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",1963,11,19,1963-11-27 19:03:00+00:00,Success,,General Dynamics,Atlas-LV3C Centaur-B,Atlas,AC-2 (Test Vehicle),,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Centaur
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,11,10,1963-11-16 10:34:00+00:00,Success,,RVSN USSR,Voskhod,Voskhod,Cosmos 22,,StatusRetired,Retired,,2,4,31.0,3.0,,5.9,0.0,https://en.wikipedia.org/wiki/Voskhod_(rocket)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,11,6,1963-11-11 06:23:00+00:00,Success,,RVSN USSR,Molniya,Molniya,Cosmos 21,,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,11,8,1963-11-01 08:56:00+00:00,Success,,RVSN USSR,Poliot,Poliot,Poliot-1,,StatusRetired,Retired,,2,4,,,,0.0,0.0,
USA,"SLC-4W, Vandenberg AFB, California, USA",1963,10,18,1963-10-25 18:59:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-D,Atlas,KH-7 Gambit 4003,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Russia,"Mayak-2, Kapustin Yar, Russia",1963,10,4,1963-10-24 04:30:00+00:00,Failure,,RVSN USSR,Cosmos-2I (63S1),Cosmos,DS-A1 #4,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,10,9,1963-10-18 09:29:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 20,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
USA,"LC-13, Cape Canaveral AFS, Florida, USA",1963,10,2,1963-10-17 02:37:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-D,Atlas,Vela 1A/1B,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-5, Vandenberg AFB, California, USA",1963,9,11,1963-09-27 11:17:00+00:00,Failure,,US Air Force,Scout X-2B,Scout,DSAP-1 F5 (Program 35),,StatusRetired,Retired,,4,nan,22.0,,,0.0,0.0,https://en.wikipedia.org/wiki/Scout_X-2B
USA,"SLC-4W, Vandenberg AFB, California, USA",1963,9,19,1963-09-06 19:30:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-D,Atlas,KH-7 Gambit 4002,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Russia,"Mayak-2, Kapustin Yar, Russia",1963,8,6,1963-08-22 06:00:00+00:00,Failure,,RVSN USSR,Cosmos-2I (63S1),Cosmos,DS-A1 #3,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
Russia,"Mayak-2, Kapustin Yar, Russia",1963,8,6,1963-08-06 06:00:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 19,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
USA,"SLC-3E, Vandenberg AFB, California, USA",1963,7,3,1963-07-19 03:51:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Midas 9,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-4W, Vandenberg AFB, California, USA",1963,7,20,1963-07-12 20:46:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-D,Atlas,KH-7 Gambit 4001,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,7,10,1963-07-10 10:03:00+00:00,Failure,,RVSN USSR,Vostok-2,Vostok,Zenit-2 n†­12,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
USA,"SLC-5, Vandenberg AFB, California, USA",1963,6,21,1963-06-28 21:19:00+00:00,Success,,US Air Force,Scout X-4,Scout,CRL-1 (GRS),,StatusRetired,Retired,,4,nan,25.0,,,0.10300000000000001,0.0,
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,6,9,1963-06-16 09:29:00+00:00,Success,,RVSN USSR,Vostok,Vostok,Vostok 6,,StatusRetired,Retired,3894,2,4,31.0,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-K
USA,"SLC-5, Vandenberg AFB, California, USA",1963,6,1,1963-06-16 01:49:00+00:00,Success,,US Air Force,Scout X-3,Scout,Transit-5A 3,,StatusRetired,Retired,,nan,nan,,,,0.087,0.0,
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,6,11,1963-06-14 11:58:00+00:00,Success,,RVSN USSR,Vostok,Vostok,Vostok 5,,StatusRetired,Retired,3894,2,4,31.0,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-K
USA,"SLC-3E, Vandenberg AFB, California, USA",1963,6,0,1963-06-12 00:00:00,Failure,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Midas 8,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Russia,"Mayak-2, Kapustin Yar, Russia",1963,6,0,1963-06-01 00:00:00,Failure,,RVSN USSR,Cosmos-2I (63S1),Cosmos,DS-MT #1,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,5,10,1963-05-24 10:34:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 18,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
Russia,"Mayak-2, Kapustin Yar, Russia",1963,5,3,1963-05-22 03:00:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 17,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
USA,"LC-14, Cape Canaveral AFS, Florida, USA",1963,5,13,1963-05-15 13:04:00+00:00,Success,,NASA,Atlas-D Mercury,Atlas,Faith 7 (MA-9),,StatusRetired,Retired,1517,2,0,28.7,,,1.36,0.0,https://en.wikipedia.org/wiki/Atlas_LV-3B
USA,"SLC-3E, Vandenberg AFB, California, USA",1963,5,20,1963-05-09 20:06:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Midas 7,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,4,8,1963-04-28 08:49:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 16,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
USA,"SLC-5, Vandenberg AFB, California, USA",1963,4,0,1963-04-26 00:00:00,Failure,,US Air Force,Scout X-2M,Scout,DSAP-1 F4 (Program 35),,StatusRetired,Retired,440,4,nan,22.0,,,0.0,0.0,https://en.wikipedia.org/wiki/Scout_X-2M
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,4,8,1963-04-22 08:30:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 15,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
Russia,"Mayak-2, Kapustin Yar, Russia",1963,4,11,1963-04-13 11:00:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 14,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
Russia,"Mayak-2, Kapustin Yar, Russia",1963,4,3,1963-04-06 03:01:00+00:00,Failure,,RVSN USSR,Cosmos-2I (63S1),Cosmos,DS-P1 #2,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
USA,"SLC-5, Vandenberg AFB, California, USA",1963,4,3,1963-04-05 03:01:00+00:00,Failure,,US Air Force,Scout X-3,Scout,Transit-5A 2,,StatusRetired,Retired,,nan,nan,,,,0.087,0.0,
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,4,8,1963-04-02 08:04:00+00:00,Success,,RVSN USSR,Molniya,Molniya,Luna 4,,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,3,8,1963-03-21 08:30:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 13,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
USA,"SLC-5, Vandenberg AFB, California, USA",1963,2,16,1963-02-19 16:33:00+00:00,Success,,US Air Force,Scout X-3M,Scout,DSAP-1 F3 (Program 35),,StatusRetired,Retired,,4,nan,22.0,,,0.0,0.0,
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,2,9,1963-02-03 09:29:00+00:00,Failure,,RVSN USSR,Molniya,Molniya,E-6 n†­2 (Luna 4),,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,1,8,1963-01-04 08:49:00+00:00,Failure,,RVSN USSR,Molniya,Molniya,E-6 n†­1 (Luna 4),,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,12,9,1962-12-22 09:24:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 12,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
USA,"SLC-5, Vandenberg AFB, California, USA",1962,12,1,1962-12-19 01:25:00+00:00,Success,,US Air Force,Scout X-3,Scout,Transit-5A 1,,StatusRetired,Retired,,nan,nan,,,,0.087,0.0,
USA,"SLC-3E, Vandenberg AFB, California, USA",1962,12,20,1962-12-17 20:36:00+00:00,Failure,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Midas 6,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"LA-3, Wallops Flight Facility, Virginia, USA",1962,12,14,1962-12-16 14:33:00+00:00,Success,,NASA,Scout X-3,Scout,Explorer 16 (S-55B),,StatusRetired,Retired,,nan,nan,,,,0.087,0.0,
USA,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962,12,21,1962-12-14 21:26:00+00:00,Success,,US Air Force,Thor DM-21 Agena-D,Thor,FTV 1156,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962,12,23,1962-12-13 23:30:00+00:00,Success,,US Air Force,Delta B,Delta,Relay 1,,StatusRetired,Retired,,3,0,,,,0.375,0.068,https://en.wikipedia.org/wiki/Delta_B
USA,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1962,12,4,1962-12-13 04:07:00+00:00,Success,,US Air Force,Thor DM-21 Agena-D,Thor,Injun 3 & Others,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1962,12,21,1962-12-04 21:30:00+00:00,Success,,US Air Force,Thor DM-21 Agena-D,Thor,FTV 1155,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962,11,22,1962-11-24 22:01:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 1135,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-3W, Vandenberg AFB, California, USA",1962,11,20,1962-11-11 20:17:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Samos 11,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962,11,22,1962-11-05 22:04:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 1136,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,11,15,1962-11-04 15:35:00+00:00,Failure,,RVSN USSR,Molniya,Molniya,2MV-3 n†­1 (Mars 2),,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,11,16,1962-11-01 16:14:00+00:00,Success,,RVSN USSR,Molniya,Molniya,Mars 1,,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962,10,8,1962-10-31 08:08:00+00:00,Success,,US Air Force,Thor-DM21 Ablestar,Thor,ANNA 1B,,StatusRetired,Retired,760,0,2,29.0,,,0.15,0.0,https://en.wikipedia.org/wiki/Thor-Ablestar
USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",1962,10,23,1962-10-27 23:15:00+00:00,Success,,US Air Force,Delta A,Delta,Explorer 15,,StatusRetired,Retired,,3,0,,,,0.32,0.068,https://en.wikipedia.org/wiki/Delta_A
USA,"SLC-2W, Vandenberg AFB, California, USA",1962,10,16,1962-10-26 16:14:00+00:00,Success,,US Air Force,Thor DM-21 Agena-D,Thor,STARAD,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
Russia,"Mayak-2, Kapustin Yar, Russia",1962,10,7,1962-10-25 07:00:00+00:00,Failure,,RVSN USSR,Cosmos-2I (63S1),Cosmos,1MS #2,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,10,17,1962-10-24 17:55:00+00:00,Failure,,RVSN USSR,Molniya,Molniya,2MV-4 n†­1 (Mars 1),,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
Russia,"Mayak-2, Kapustin Yar, Russia",1962,10,4,1962-10-20 04:00:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 11,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
USA,"LC-12, Cape Canaveral AFS, Florida, USA",1962,10,16,1962-10-18 16:59:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Ranger 5,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,10,9,1962-10-17 09:00:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 10,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962,10,18,1962-10-09 18:35:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 1134,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"LC-14, Cape Canaveral AFS, Florida, USA",1962,10,9,1962-10-03 09:13:00+00:00,Success,,NASA,Atlas-D Mercury,Atlas,Sigma 7 (MA-8),,StatusRetired,Retired,1517,2,0,28.7,,,1.36,0.0,https://en.wikipedia.org/wiki/Atlas_LV-3B
USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",1962,10,22,1962-10-02 22:11:00+00:00,Success,,US Air Force,Delta A,Delta,Explorer 14,,StatusRetired,Retired,,3,0,,,,0.32,0.068,https://en.wikipedia.org/wiki/Delta_A
USA,"SLC-2W, Vandenberg AFB, California, USA",1962,9,23,1962-09-29 23:34:00+00:00,Success,,US Air Force,Thor DM-21 Agena-D,Thor,FTV 1154,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1962,9,6,1962-09-29 06:05:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,Alouette 1 & TAVE,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,9,9,1962-09-27 09:40:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 9,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962,9,8,1962-09-18 08:53:00+00:00,Success,,US Air Force,Thor DM-19 Delta,Thor,TIROS-6,,StatusRetired,Retired,,0,3,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Delta
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962,9,23,1962-09-17 23:46:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 1133 & ERS-2,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
